Visit_ID,Guest_ID,Visitor,spot,title,uri
1.0,1.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
2.0,2.0,Profeffor Steinsky aus Prag.,Steinsky,Ulrike Steinsky,http://de.wikipedia.org/wiki/Ulrike_Steinsky
17.0,17.0,Bernold Marich D'auvergne f. 2.,Marich,Ladislaus von Szögyény-Marich,http://de.wikipedia.org/wiki/Ladislaus_von_Sz%C3%B6gy%C3%A9ny-Marich
34.0,34.0,Franz Kurtz von Landeeg.,Franz Kurtz,Franz Kurtz,http://de.wikipedia.org/wiki/Franz_Kurtz
39.0,39.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
40.0,40.0,Profeffor Steinsky aus Prag.,Steinsky,Ulrike Steinsky,http://de.wikipedia.org/wiki/Ulrike_Steinsky
48.0,48.0,"Pfr. Falkeisen, nebft Frau und Sohn.",Falkeisen,Hieronymus Falkeisen,http://de.wikipedia.org/wiki/Hieronymus_Falkeisen
49.0,49.0,"Profeffor Stähelin, fämmtlich von Basel.",Stähelin,Felix Staehelin,http://de.wikipedia.org/wiki/Felix_Staehelin
50.0,50.0,Schuch von Saarbrücken.,Schuch,Carl Schuch,http://de.wikipedia.org/wiki/Carl_Schuch
69.0,69.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
70.0,70.0,Profeffor Steinsky aus Prag.,Steinsky,Ulrike Steinsky,http://de.wikipedia.org/wiki/Ulrike_Steinsky
75.0,75.0,Schuch von Saarbrücken.,Schuch,Albrecht Schuch,http://de.wikipedia.org/wiki/Albrecht_Schuch
100.0,100.0,Hr. Weiffenbach aus Tyrol.,Weiffenbach,Kraft Weiffenbach,http://de.wikipedia.org/wiki/Kraft_Weiffenbach
102.0,102.0,Franz Kurtz aus Landegg.,Franz Kurtz,Franz Kurtz,http://de.wikipedia.org/wiki/Franz_Kurtz
105.0,105.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
108.0,108.0,Schuch von Saarbrücken.,Schuch,Albrecht Schuch,http://de.wikipedia.org/wiki/Albrecht_Schuch
119.0,119.0,Bernold Marich D'auvergne f. 4.,Marich,Ladislaus von Szögyény-Marich,http://de.wikipedia.org/wiki/Ladislaus_von_Sz%C3%B6gy%C3%A9ny-Marich
134.0,134.0,Franz Kurtz aus Landegg.,Franz Kurtz,Franz Kurtz,http://de.wikipedia.org/wiki/Franz_Kurtz
137.0,137.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
143.0,143.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
169.0,169.0,Hr. Blumer von Glarus.,Blumer,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer
173.0,173.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
193.0,193.0,"Legler von Glarus f. 4,",Legler,Rolf Legler,http://de.wikipedia.org/wiki/Rolf_Legler
206.0,206.0,Hr. Blumer von Glarus.,Blumer,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer
208.0,208.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
211.0,211.0,Gaupp von Schaffhaussen.,Gaupp,Ernst Theodor Gaupp,http://de.wikipedia.org/wiki/Ernst_Theodor_Gaupp
239.0,239.0,Hr. Blumer von Glarus.,Blumer,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer
241.0,241.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
265.0,265.0,le Pouri di Arone-,Arone,Joyce Malebogo Arone,http://de.wikipedia.org/wiki/Joyce_Malebogo_Arone
274.0,274.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
298.0,298.0,le Pouri di Arone-,Arone,Joyce Malebogo Arone,http://de.wikipedia.org/wiki/Joyce_Malebogo_Arone
305.0,305.0,Hr. Blumer von Glarus.,Blumer,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer
307.0,307.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
331.0,331.0,Jacob Hunkeler von Altishofen f. 3.,von Altishofen,Franz Ludwig Pfyffer von Altishofen,http://de.wikipedia.org/wiki/Franz_Ludwig_Pfyffer_von_Altishofen
338.0,338.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
375.0,375.0,Hr. Blumer von Glarus.,Blumer,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer
379.0,379.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
387.0,387.0,Perutty de Turin. Mr. Bono di Belgirate.,Bono,Bono (Fußballspieler),http://de.wikipedia.org/wiki/Bono_%28Fu%C3%9Fballspieler%29
408.0,408.0,Jean Jaques Rofe de Befancon. le Pouri di Arone.,Arone,Joyce Malebogo Arone,http://de.wikipedia.org/wiki/Joyce_Malebogo_Arone
413.0,413.0,Hr. Blumer von Glarus.,Blumer,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer
421.0,421.0,Perutty de Turin. Mr. Bono di Belgirate.,Bono,Bono,http://de.wikipedia.org/wiki/Bono
427.0,427.0,Hauptmann Luxinger von Neftl-,Hauptmann,Gerhart Hauptmann,http://de.wikipedia.org/wiki/Gerhart_Hauptmann
429.0,429.0,Hauptmann Steiger in Holländ- Dienften-,Hauptmann,Gerhart Hauptmann,http://de.wikipedia.org/wiki/Gerhart_Hauptmann
437.0,437.0,"Mr. Pizzala de Milan, f. 2. Brix aus Böhmen f. 2.",Pizzala,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala
447.0,447.0,Hr Berchtold aus Tyrol-,Berchtold,Leopold Berchtold,http://de.wikipedia.org/wiki/Leopold_Berchtold
449.0,449.0,Hr. Blumer von Glarus.,Blumer,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer
451.0,451.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
453.0,453.0,Mr. Bono di Belgirate.,Bono,Bono (Fußballspieler),http://de.wikipedia.org/wiki/Bono_%28Fu%C3%9Fballspieler%29
459.0,459.0,Hensler von Basel.,Hensler,Arnold Hensler,http://de.wikipedia.org/wiki/Arnold_Hensler
482.0,482.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
500.0,500.0,Georg Widmer von Alpnau f. 2.,Georg Widmer,Georg Widmer,http://de.wikipedia.org/wiki/Georg_Widmer
517.0,517.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
550.0,550.0,Hettlinger von Winterthur.,Hettlinger,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger
585.0,585.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
619.0,619.0,Jacob Weber von Cander.,Jacob Weber,Jacob Weber,http://de.wikipedia.org/wiki/Jacob_Weber
622.0,622.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
654.0,654.0,Legler von Glarus. 16 Pilger.,Legler,Rolf Legler,http://de.wikipedia.org/wiki/Rolf_Legler
660.0,660.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
694.0,694.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
708.0,708.0,Gallot de Soleure.,Gallot,Jacques Gallot,http://de.wikipedia.org/wiki/Jacques_Gallot
736.0,736.0,Hr. Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
745.0,745.0,Beaumont. Mr. Corboz. Mr. Sautter de Geneve.,Corboz,André Corboz,http://de.wikipedia.org/wiki/Andr%C3%A9_Corboz
747.0,747.0,Gallot de Soleure.,Gallot,Jacques Gallot,http://de.wikipedia.org/wiki/Jacques_Gallot
784.0,784.0,Corboz de Geneve. Mr. Patinoz de Barleduc.,Corboz,Michel Corboz,http://de.wikipedia.org/wiki/Michel_Corboz
786.0,786.0,de Vermenoux. Mr. Bernier. Mr. Neyville de Paris.,Bernier,Nicolas Bernier,http://de.wikipedia.org/wiki/Nicolas_Bernier
826.0,826.0,Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
828.0,828.0,Jgfr. Anna Lunzin v. Rheinegg. Jgfr. Nadi von Sargans.,Nadi,Nedo Nadi,http://de.wikipedia.org/wiki/Nedo_Nadi
845.0,845.0,Hr. Bachmann v. Stettfort. Sam. Berger von Bern.,Bachmann,Ingeborg Bachmann,http://de.wikipedia.org/wiki/Ingeborg_Bachmann
888.0,888.0,Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
893.0,893.0,Joly de Geneve.,Joly,Eva Joly,http://de.wikipedia.org/wiki/Eva_Joly
914.0,914.0,Hr. Nicolaus Lager u. Peter Martin v. Glarus.,Martin v.,Martin V.,http://de.wikipedia.org/wiki/Martin_V.
915.0,915.0,Landvogt Stähelin von Näfels.,Stähelin,August Stähelin,http://de.wikipedia.org/wiki/August_St%C3%A4helin
922.0,922.0,Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
930.0,930.0,Schultheis Curty von Rapperschwell.,Curty,Olivier Curty,http://de.wikipedia.org/wiki/Olivier_Curty
955.0,955.0,Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
967.0,967.0,Mr. Pizzala de Milan.,Pizzala,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala
979.0,979.0,Ant. Imhoof. Franz Koch v. Bremgarten.,Franz Koch,Franz Koch (Germanist),http://de.wikipedia.org/wiki/Franz_Koch_%28Germanist%29
990.0,990.0,Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
993.0,993.0,"Dollfus. Rysler, von Mühlhausen.",Dollfus,Jean Dollfus,http://de.wikipedia.org/wiki/Jean_Dollfus
1028.0,1028.0,Zwicky. Hr Blumer von Glarus.,Blumer,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer
1029.0,1029.0,Dollfus. Rysler. von Mühlhausen.,Dollfus,Jean Dollfus,http://de.wikipedia.org/wiki/Jean_Dollfus
1031.0,1031.0,Passavant. Hr Stähelin. Hr Keller von Basel.,Stähelin,David Stähelin,http://de.wikipedia.org/wiki/David_St%C3%A4helin
1034.0,1034.0,Hr. Ant. Mechel v. Altendorf. Custer v. Schmerikon.,Custer,Johann Heinrich Custer,http://de.wikipedia.org/wiki/Johann_Heinrich_Custer
1039.0,1039.0,Mr. Pizzala f. 3. Mr. Caffati de Milan.,Pizzala,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala
1047.0,1047.0,Steger v. Lichtensteg. Hr Gözi v. Underdäzen.,Gözi,Sandro Gozi,http://de.wikipedia.org/wiki/Sandro_Gozi
1049.0,1049.0,Hr. Rathsherr Lagger f. 8. v. Glarus,Lagger,Peter Lagger,http://de.wikipedia.org/wiki/Peter_Lagger
1050.0,1050.0,Steinegger v. Lachen. Källin von Einsidlen f. 3.,Steinegger,Birgit Steinegger,http://de.wikipedia.org/wiki/Birgit_Steinegger
1051.0,1051.0,Nussbaumer v. Ober Egeri f. 3.,Nussbaumer,Eric Nussbaumer,http://de.wikipedia.org/wiki/Eric_Nussbaumer
1056.0,1056.0,Mr. Gerombert d'Utznacht. Mr. Morell de Savoye.,Morell,Andreas Morell,http://de.wikipedia.org/wiki/Andreas_Morell
1059.0,1059.0,Grubenmann von Wettingen.,Grubenmann,Hans Ulrich Grubenmann,http://de.wikipedia.org/wiki/Hans_Ulrich_Grubenmann
1076.0,1076.0,Pizzala von Mayland. f. 4.,Pizzala,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala
1113.0,1113.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1117.0,1117.0,Freuler v. Glarus f. 4. Hr. Diethelm v. Lache,Freuler,Urs Freuler,http://de.wikipedia.org/wiki/Urs_Freuler
1168.0,1168.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1177.0,1177.0,Hr. Michael Kern von Bamberg f. 3. Mufic.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1191.0,1191.0,Mr. Forell de Geneve.,Forell,Birger Forell,http://de.wikipedia.org/wiki/Birger_Forell
1192.0,1192.0,Jelin von Basel.,Jelin,Christoph Jelin,http://de.wikipedia.org/wiki/Christoph_Jelin
1198.0,1198.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1207.0,1207.0,Hr. Michael Kern von Bamberg f. 2. Muſic.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1230.0,1230.0,Labhardt von Kauffbayern.,Labhardt,Jakob Labhardt,http://de.wikipedia.org/wiki/Jakob_Labhardt
1231.0,1231.0,Neuffer von Leutkirch.,Neuffer,Christian Ludwig Neuffer,http://de.wikipedia.org/wiki/Christian_Ludwig_Neuffer
1233.0,1233.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1243.0,1243.0,Hr. Michael Kern von Bamberg f. 3. Mufic.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1247.0,1247.0,Hr. Truttmann von Schweiz.,Truttmann,Peter Truttmann,http://de.wikipedia.org/wiki/Peter_Truttmann
1260.0,1260.0,Jacob Meyer von Baltenschweil f. 2.,Jacob Meyer,Jacob Meyer,http://de.wikipedia.org/wiki/Jacob_Meyer
1265.0,1265.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1268.0,1268.0,Hr. Truttmann von Schweiz.,Truttmann,Peter Truttmann,http://de.wikipedia.org/wiki/Peter_Truttmann
1277.0,1277.0,Mr. Morell de Savoye.,Morell,Andreas Morell,http://de.wikipedia.org/wiki/Andreas_Morell
1288.0,1288.0,Develey Hr. Friederic Mr. Jain de Geneve.,Jain,Anshu Jain,http://de.wikipedia.org/wiki/Anshu_Jain
1292.0,1292.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1304.0,1304.0,Jmhoff v. Bremgarten. Hr. Unterkircher v. Tyrol.,Unterkircher,Kaspar Unterkircher,http://de.wikipedia.org/wiki/Kaspar_Unterkircher
1305.0,1305.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1313.0,1313.0,Mr. Morell de Savoye. Hr. Berchtold aus Tyrol.,Morell,Andreas Morell,http://de.wikipedia.org/wiki/Andreas_Morell
1317.0,1317.0,Hr. Joseph Schmid v. Hizkirch. 9 Landl.,Joseph Schmid,Joseph Schmid (Bildhauer),http://de.wikipedia.org/wiki/Joseph_Schmid_%28Bildhauer%29
1332.0,1332.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1338.0,1338.0,Imhoff v. Bremgarten. Hr. Unterkircher v. Tyrol.,Unterkircher,Kaspar Unterkircher,http://de.wikipedia.org/wiki/Kaspar_Unterkircher
1341.0,1341.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1366.0,1366.0,Jkr. Gonzenbach und Frau von St. Gallen.,Gonzenbach,Hans Jakob Gonzenbach,http://de.wikipedia.org/wiki/Hans_Jakob_Gonzenbach
1367.0,1367.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1377.0,1377.0,Hr. Michael Kern von Bamberg f. 2. Mufic.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1381.0,1381.0,Jof. Stirnimann von Rheiden f. 2.    4 Landl.,Stirnimann,Charles Stirnimann,http://de.wikipedia.org/wiki/Charles_Stirnimann
1384.0,1384.0,Truttmann von Schweiz.,Truttmann,Peter Truttmann,http://de.wikipedia.org/wiki/Peter_Truttmann
1393.0,1393.0,Mr. Borell Mr. Jain Hr. Deyelay de Geneve.,Jain,Anshu Jain,http://de.wikipedia.org/wiki/Anshu_Jain
1405.0,1405.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1417.0,1417.0,Hr. Jof. Stirnimann von Rheiden f. 2. 4 Landl.,Stirnimann,Friedrich Stirnimann,http://de.wikipedia.org/wiki/Friedrich_Stirnimann
1419.0,1419.0,Mich. Hierholzer aus bem Schwarzwald.,Hierholzer,Carl Hierholzer,http://de.wikipedia.org/wiki/Carl_Hierholzer
1421.0,1421.0,Truttmann von Schweitz.,Truttmann,Peter Truttmann,http://de.wikipedia.org/wiki/Peter_Truttmann
1423.0,1423.0,Hr. Samuel Müller von Lenzburg. 10 Landl.,Samuel Müller,Samuel Muller (Theologe),http://de.wikipedia.org/wiki/Samuel_Muller_%28Theologe%29
1431.0,1431.0,Mr. Jain Hr. Develay de Geneve.,Jain,Anshu Jain,http://de.wikipedia.org/wiki/Anshu_Jain
1448.0,1448.0,Joh. Staib aus Sachsen-Coburg.,Staib,Gerald Staib,http://de.wikipedia.org/wiki/Gerald_Staib
1452.0,1452.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1464.0,1464.0,Joseph Schmid von Hizkirch.,Joseph Schmid,Joseph Schmid (Bildhauer),http://de.wikipedia.org/wiki/Joseph_Schmid_%28Bildhauer%29
1466.0,1466.0,Mr. Jain Hr. Develay de Geneve.,Jain,Anshu Jain,http://de.wikipedia.org/wiki/Anshu_Jain
1474.0,1474.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1478.0,1478.0,Claube Toutlieu de St. Etienne.,St. Etienne,Stephanus,http://de.wikipedia.org/wiki/Stephanus
1485.0,1485.0,Hr. Michael Kern von Bamberg f. 3. Music,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1489.0,1489.0,Hr. Legler von Glarus.,Legler,Alexander Legler,http://de.wikipedia.org/wiki/Alexander_Legler
1496.0,1496.0,Joseph Schmid von Hizkirch f. 3,Joseph Schmid,Joseph Schmid (Bildhauer),http://de.wikipedia.org/wiki/Joseph_Schmid_%28Bildhauer%29
1505.0,1505.0,"Hr. Benjamin Wolff von Mannheim f. 2,",Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1506.0,1506.0,Jacob Meyer von Gehrweil f. 2.,Jacob Meyer,Jacob Meyer,http://de.wikipedia.org/wiki/Jacob_Meyer
1517.0,1517.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1542.0,1542.0,Moffa de Troyes.,Moffa,Paolo Moffa,http://de.wikipedia.org/wiki/Paolo_Moffa
1545.0,1545.0,Bueler von Memmingen.  6 Landl.,Bueler,Lucian Büeler,http://de.wikipedia.org/wiki/Lucian_B%C3%BCeler
1546.0,1546.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1547.0,1547.0,Martin Brenner von Weinfelden.  6 Landl.,Martin Brenner,Martin Brenner,http://de.wikipedia.org/wiki/Martin_Brenner
1553.0,1553.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1575.0,1575.0,Wenck. Hr. Zurcher von Basel.,Wenck,Walther Wenck,http://de.wikipedia.org/wiki/Walther_Wenck
1577.0,1577.0,Bueler von Memmingen.,Bueler,Lucian Büeler,http://de.wikipedia.org/wiki/Lucian_B%C3%BCeler
1581.0,1581.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1582.0,1582.0,Jacob Meyer von Gehrweil.,Jacob Meyer,Jacob Meyer,http://de.wikipedia.org/wiki/Jacob_Meyer
1583.0,1583.0,Jacob Wehrly von Langendorff.,Langendorff,Hanns Langendorff,http://de.wikipedia.org/wiki/Hanns_Langendorff
1590.0,1590.0,Hr. Michael Kern von Bamberg f. 3. Musie.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1596.0,1596.0,Mr. Morell de Savoye.,Morell,Andreas Morell,http://de.wikipedia.org/wiki/Andreas_Morell
1607.0,1607.0,Undervogt Hugg von Ramfthen.,Hugg,Sara Hugg,http://de.wikipedia.org/wiki/Sara_Hugg
1609.0,1609.0,Bueler von Memmingen.,Bueler,Lucian Büeler,http://de.wikipedia.org/wiki/Lucian_B%C3%BCeler
1615.0,1615.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1616.0,1616.0,Jacob Meyer von Gehweil.,Jacob Meyer,Jacob Meyer,http://de.wikipedia.org/wiki/Jacob_Meyer
1622.0,1622.0,Dominico Pizzala de Milan.,Pizzala,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala
1624.0,1624.0,Hr. Michael Kern von Bamberg f. 2. Mufic.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1628.0,1628.0,Predari de Milan.,Predari,Caesar Predari,http://de.wikipedia.org/wiki/Caesar_Predari
1632.0,1632.0,Mr. Morell de Savoye.,Morell,Andreas Morell,http://de.wikipedia.org/wiki/Andreas_Morell
1644.0,1644.0,Hbm. Fischer v. Bern. Hr. Dahn von Monjoge.,Dahn,Felix Dahn,http://de.wikipedia.org/wiki/Felix_Dahn
1651.0,1651.0,Hr. Benjamin Wolff von Mannheim f. 2.,Benjamin Wolff,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29
1652.0,1652.0,Jacob Meyer von Gehrweil.,Jacob Meyer,Jacob Meyer,http://de.wikipedia.org/wiki/Jacob_Meyer
1653.0,1653.0,Fürstl. Ch. Keller v. Sarmensdorff. f. 3.,Keller,Gottfried Keller,http://de.wikipedia.org/wiki/Gottfried_Keller
1660.0,1660.0,Dominico Pizzala de Milan.,Pizzala,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala
1663.0,1663.0,Hr. Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1665.0,1665.0,Predari de Milan.,Predari,Caesar Predari,http://de.wikipedia.org/wiki/Caesar_Predari
1672.0,1672.0,Hr. Daniel Danielis v. Feldkirch f. 2,Daniel Danielis,Daniel Daniélis,http://de.wikipedia.org/wiki/Daniel_Dani%C3%A9lis
1675.0,1675.0,Mr. Jain Hr. Develay de Geneve.,Jain,Jain (Sängerin),http://de.wikipedia.org/wiki/Jain_%28S%C3%A4ngerin%29
1688.0,1688.0,Jacob Meyer von Baltenschweil f. 2.,Jacob Meyer,Jacob Meyer,http://de.wikipedia.org/wiki/Jacob_Meyer
1695.0,1695.0,Hr. Predari de Milan.,Predari,Caesar Predari,http://de.wikipedia.org/wiki/Caesar_Predari
1716.0,1716.0,Ambrosius Anfchmalz von Dillingen.,Ambrosius,Ambrosius von Mailand,http://de.wikipedia.org/wiki/Ambrosius_von_Mailand
1722.0,1722.0,Dominico Pizzala de Milan.,Pizzala,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala
1728.0,1728.0,Hr. Predari de Milan.,Predari,Caesar Predari,http://de.wikipedia.org/wiki/Caesar_Predari
1729.0,1729.0,Michael Kern von Bamberg f. 3. Music.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1748.0,1748.0,Hennig de Neufchatel.,de Neufchatel,Jean I. de Neufchâtel,http://de.wikipedia.org/wiki/Jean_I._de_Neufch%C3%A2tel
1759.0,1759.0,Hr. Michael Kern von Bamberg f. 3. Musici.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1779.0,1779.0,Hr. Michael Kern von Bamberg f. 3. Mufic.,Michael Kern,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29
1784.0,1784.0,Hr. Hefftj. Hr. Laager von Glarus f. 2.,Laager,Gustav Laager,http://de.wikipedia.org/wiki/Gustav_Laager
1788.0,1788.0,Wunibald Endrers von Conftanz.,Wunibald,Wunibald,http://de.wikipedia.org/wiki/Wunibald
1799.0,1799.0,"Hr. Bethmann Hollweg und Frau von Frankfuhrt,",Bethmann Hollweg,Theobald von Bethmann Hollweg,http://de.wikipedia.org/wiki/Theobald_von_Bethmann_Hollweg
