Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,date_folder,start,end,spot,confidence,annotationid,title,uri,label,categories,types,alternateLabels,place,spot_match
1,28 Julii 1780,1780-07-28,SCHWERDT,1.0,Hr. Blumer von Glarus.,1.0,4648731.txt,1780-07,55.0,61.0,Glarus,0.7954,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
2,28 Julii 1780,1780-07-28,SCHWERDT,1.0,Profeffor Steinsky aus Prag.,2.0,4648731.txt,1780-07,86.0,90.0,Prag,0.8052,8815.0,Prag,http://de.wikipedia.org/wiki/Prag,Prag,"['Ersterwähnung im 10. Jahrhundert', 'Gemeinde in Tschechien', 'Gemeindegründung 1784', 'Hauptstadt in Europa', 'Hauptstadt in der EU', 'Kraj in Tschechien', 'Millionenstadt', 'Ort in Tschechien', 'Prag', 'Stadt als Namensgeber für einen Asteroiden', 'Statutarstadt (Tschechien)', 'Städtisches Denkmalreservat in Tschechien', 'Tschechische Hochschul- oder Universitätsstadt']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Prag', 'Praha', 'Prager', 'Prag-Smichov', 'Hlavní město Praha']",1.0,1.0
3,28 Julii 1780,1780-07-28,SCHWERDT,1.0,Meifsner von Görlitz in Sachfen f. 3.,3.0,4648731.txt,1780-07,105.0,112.0,Görlitz,0.7664,16976.0,Görlitz,http://de.wikipedia.org/wiki/G%C3%B6rlitz,Görlitz,"['Deutscher Ortsname slawischer Herkunft', 'Ehemalige kreisfreie Stadt in Sachsen', 'Ersterwähnung 1071', 'Große Kreisstadt in Sachsen', 'Kreisstadt in Sachsen', 'Ort an der Lausitzer Neiße', 'Ort im Landkreis Görlitz', 'Ort in der Oberlausitz']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Görlitz', 'Altstadtmillion', 'Görlitzer', 'Stadt-']",1.0,1.0
4,28 Julii 1780,1780-07-28,SCHWERDT,1.0,Mr. Carlis de Modena.,4.0,4648731.txt,1780-07,144.0,150.0,Modena,0.8295,59128.0,Modena,http://de.wikipedia.org/wiki/Modena,Modena,"['Ehemalige Hauptstadt (Emilia-Romagna)', 'Etruskische Stadt', 'Hochschul- oder Universitätsstadt in Italien', 'Modena', 'Ort in der Provinz Modena', 'Provinzhauptstadt in Italien', 'Träger der Tapferkeitsmedaille in Gold (Italien)', 'Weinbauort in Italien']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Modena', 'Mutina', 'Modeneser', 'Muden']",1.0,1.0
5,28 Julii 1780,1780-07-28,SCHWERDT,1.0,le Grand de Belfort.,5.0,4648731.txt,1780-07,164.0,171.0,Belfort,0.8299,171760.0,Belfort,http://de.wikipedia.org/wiki/Belfort,Belfort,"['Belfort', 'Ersterwähnung 1226', 'Mitglied der Ehrenlegion (Stadt)', 'Ort in Bourgogne-Franche-Comté', 'Präfektur in Frankreich', 'Stadt in Frankreich', 'Träger des Croix de guerre 1914–1918 (Ort in Frankreich)']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Belfort'],1.0,1.0
7,28 Julii 1780,1780-07-28,SCHWERDT,1.0,"de Vermenoux, de Paris f. 3.",7.0,4648731.txt,1780-07,213.0,218.0,Paris,0.7745,11446.0,Paris,http://de.wikipedia.org/wiki/Paris,Paris,"['Französisches Département', 'Hauptstadt einer französischen Region', 'Hauptstadt in Europa', 'Hauptstadt in der EU', 'Hochschul- oder Universitätsstadt in Frankreich', 'Millionenstadt', 'Mitglied der Ehrenlegion (Stadt)', 'Namensgeber für ein chemisches Element', 'Ort an der Seine', 'Ort in der Île-de-France', 'Ortsname keltischer Herkunft', 'Paris', 'Präfektur in Frankreich', 'Träger des Croix de guerre 1914–1918 (Ort in Frankreich)', 'Träger des Ordre de la Libération']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Paris', 'Pariser', 'Hauptstadt', 'Département Paris', 'Hauptstadtklub']",1.0,1.0
8,28 Julii 1780,1780-07-28,SCHWERDT,1.0,Cislago di Verona.,8.0,4648731.txt,1780-07,225.0,232.0,Cislago,0.8656,6579316.0,Cislago,http://de.wikipedia.org/wiki/Cislago,Cislago,['Ort in der Lombardei'],"['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Cislago'],1.0,1.0
9,28 Julii 1780,1780-07-28,SCHWERDT,1.0,"Arnaud, Mr.-Dury de Turin.",9.0,4648731.txt,1780-07,264.0,269.0,Turin,0.8198,19282.0,Turin,http://de.wikipedia.org/wiki/Turin,Turin,"['Ehemalige Hauptstadt (Piemont)', 'Ehemaliger Welterbekandidat in Europa', 'Ehemaliger Welterbekandidat in Italien', 'Hauptstadt in Italien', 'Hochschul- oder Universitätsstadt in Italien', 'Ort am Po (Fluss)', 'Ort im Piemont', 'Provinzhauptstadt in Italien', 'Stadt als Namensgeber für einen Asteroiden', 'Träger der Tapferkeitsmedaille in Gold (Italien)', 'Träger des Europapreises', 'Turin']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Turin', 'Torino', 'Augusta Taurinorum', 'Turiner']",1.0,1.0
11,28 Julii 1780,1780-07-28,SCHWERDT,1.0,Anfelme de Lyon.,11.0,4648731.txt,1780-07,323.0,327.0,Lyon,0.7966,13964.0,Lyon,http://de.wikipedia.org/wiki/Lyon,Lyon,"['Hauptstadt einer französischen Region', 'Hochschul- oder Universitätsstadt in Frankreich', 'Lyon', 'Mitglied der Ehrenlegion (Stadt)', 'Ort an der Rhone', 'Ort an der Saône', 'Ort in Auvergne-Rhône-Alpes', 'Präfektur in Frankreich', 'Stadt als Namensgeber für einen Asteroiden', 'Stadt in Frankreich', 'Welterbestätte in Europa', 'Welterbestätte in Frankreich', 'Weltkulturerbestätte']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Lyon', 'Lugdunum', 'Lugudunum', 'Lyon-Mouche', 'Lyoner']",1.0,1.0
13,28 Julii 1780,1780-07-28,STORCHEN,2.0,Hr. Kühnhold von Nürnberg.,13.0,4648731.txt,1780-07,385.0,393.0,Nürnberg,0.7688,3574.0,Nürnberg,http://de.wikipedia.org/wiki/N%C3%BCrnberg,Nürnberg,"['Ehemalige Kreisstadt in Bayern', 'Ehemaliger Residenzort in Bayern', 'Ersterwähnung 1050', 'Gemeinde in Bayern', 'Kreisfreie Stadt in Bayern', 'Nürnberg', 'Ort an der Pegnitz', 'Ort mit Binnenhafen', 'Reichsstadt in Bayern', 'Stadt als Namensgeber für einen Asteroiden', 'Träger des Europapreises']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Nürnberg', 'Stadt Nürnberg', 'Nürnberger', 'Noris', 'Nymphe Noris']",1.0,1.0
14,28 Julii 1780,1780-07-28,STORCHEN,2.0,Ein Glashändler aus dem Schwarzwald.,14.0,4648731.txt,1780-07,419.0,430.0,Schwarzwald,0.7644,4595.0,Schwarzwald,http://de.wikipedia.org/wiki/Schwarzwald,Schwarzwald,"['Gebirge als Namensgeber für einen Asteroiden', 'Gebirge in Baden-Württemberg', 'Gebirge in Europa', 'Landschaft in Baden-Württemberg', 'Mittelgebirge', 'Naturraum im Schichtstufenland', 'Region in Baden-Württemberg', 'Schwarzwald']","['http://dbpedia.org/ontology/MountainRange', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/Location']","['Schwarzwald', 'Schwarzwälder', 'Südschwarzwald', 'Hochschwarzwald', 'Nordschwarzwald']",1.0,1.0
16,28 Julii 1780,1780-07-28,ADLER,3.0,Jgfr. Schweizerin von St. Gallen.,16.0,4648731.txt,1780-07,470.0,480.0,St. Gallen,0.7614,10513.0,St. Gallen,http://de.wikipedia.org/wiki/St._Gallen,St. Gallen,"['Gallus (Heiliger) als Namensgeber', 'Hauptort eines Kantons (Schweiz)', 'Hochschul- oder Universitätsstadt in der Schweiz', 'Ort an der Steinach (Bodensee)', 'Ort im Kanton St. Gallen', 'Ortsbild von nationaler Bedeutung im Kanton St. Gallen', 'Reichsstadt', 'Schweizer Gemeinde', 'St. Gallen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['St. Gallen', 'St. Galler', 'Stadt St. Gallen', 'Sankt Gallen', 'Stadt']",1.0,1.0
17,28 Julii 1780,1780-07-28,ADLER,3.0,Bernold Marich D'auvergne f. 2.,17.0,4648731.txt,1780-07,499.0,507.0,auvergne,0.6841,85774.0,Auvergne,http://de.wikipedia.org/wiki/Auvergne,Auvergne,"['Aufgelöst 2015', 'Ehemalige französische Region', 'Geschichte (Auvergne-Rhône-Alpes)', 'Verwaltungseinheit als Namensgeber für einen Asteroiden']","['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Auvergne', 'Auvergnatischen', 'Basse-Auvergne', 'FR-C']",1.0,1.0
28,28 Julii 1780,1780-07-28,RAABEN,6.0,Sufanna Strikler von Glarus f. 2.,28.0,4648731.txt,1780-07,55.0,61.0,Glarus,0.7954,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
29,28 Julii 1780,1780-07-28,RAABEN,6.0,Marianne Meimoud von Landau.,29.0,4648731.txt,1780-07,932.0,938.0,Landau,0.681,34123.0,Landau in der Pfalz,http://de.wikipedia.org/wiki/Landau_in_der_Pfalz,Landau in der Pfalz,"['Deutsche Universitätsstadt', 'Gemeinde in Rheinland-Pfalz', 'Kreisfreie Stadt in Rheinland-Pfalz', 'Kreisstadt in Rheinland-Pfalz', 'Ort in Rheinland-Pfalz', 'Reichsstadt', 'Stadt als Namensgeber für einen Asteroiden']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Landau in der Pfalz', 'Landau', 'Landau/Pfalz', 'Landauer', 'Landaach']",1.0,1.0
33,28 Julii 1780,1780-07-28,ROESSLI,8.0,Hr. Schneeli von Glarus.,33.0,4648731.txt,1780-07,55.0,61.0,Glarus,0.7954,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
37,30 Julii 1780,1780-07-30,SCHWERDT,1.0,Mr. Carlis de Modena.,37.0,4648733.txt,1780-07,67.0,73.0,Modena,0.8204,59128.0,Modena,http://de.wikipedia.org/wiki/Modena,Modena,"['Ehemalige Hauptstadt (Emilia-Romagna)', 'Etruskische Stadt', 'Hochschul- oder Universitätsstadt in Italien', 'Modena', 'Ort in der Provinz Modena', 'Provinzhauptstadt in Italien', 'Träger der Tapferkeitsmedaille in Gold (Italien)', 'Weinbauort in Italien']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Modena', 'Mutina', 'Modeneser', 'Muden']",1.0,1.0
38,30 Julii 1780,1780-07-30,SCHWERDT,1.0,le Grand de Belfort.,38.0,4648733.txt,1780-07,87.0,94.0,Belfort,0.8249,171760.0,Belfort,http://de.wikipedia.org/wiki/Belfort,Belfort,"['Belfort', 'Ersterwähnung 1226', 'Mitglied der Ehrenlegion (Stadt)', 'Ort in Bourgogne-Franche-Comté', 'Präfektur in Frankreich', 'Stadt in Frankreich', 'Träger des Croix de guerre 1914–1918 (Ort in Frankreich)']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Belfort'],1.0,1.0
39,30 Julii 1780,1780-07-30,SCHWERDT,1.0,Hr. Blumer von Glarus.,39.0,4648733.txt,1780-07,111.0,117.0,Glarus,0.7903,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
40,30 Julii 1780,1780-07-30,SCHWERDT,1.0,Profeffor Steinsky aus Prag.,40.0,4648733.txt,1780-07,142.0,146.0,Prag,0.8035,8815.0,Prag,http://de.wikipedia.org/wiki/Prag,Prag,"['Ersterwähnung im 10. Jahrhundert', 'Gemeinde in Tschechien', 'Gemeindegründung 1784', 'Hauptstadt in Europa', 'Hauptstadt in der EU', 'Kraj in Tschechien', 'Millionenstadt', 'Ort in Tschechien', 'Prag', 'Stadt als Namensgeber für einen Asteroiden', 'Statutarstadt (Tschechien)', 'Städtisches Denkmalreservat in Tschechien', 'Tschechische Hochschul- oder Universitätsstadt']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Prag', 'Praha', 'Prager', 'Prag-Smichov', 'Hlavní město Praha']",1.0,1.0
41,30 Julii 1780,1780-07-30,SCHWERDT,1.0,"de Vermenoux, de Paris f. 3.",41.0,4648733.txt,1780-07,165.0,170.0,Paris,0.7714,11446.0,Paris,http://de.wikipedia.org/wiki/Paris,Paris,"['Französisches Département', 'Hauptstadt einer französischen Region', 'Hauptstadt in Europa', 'Hauptstadt in der EU', 'Hochschul- oder Universitätsstadt in Frankreich', 'Millionenstadt', 'Mitglied der Ehrenlegion (Stadt)', 'Namensgeber für ein chemisches Element', 'Ort an der Seine', 'Ort in der Île-de-France', 'Ortsname keltischer Herkunft', 'Paris', 'Präfektur in Frankreich', 'Träger des Croix de guerre 1914–1918 (Ort in Frankreich)', 'Träger des Ordre de la Libération']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Paris', 'Pariser', 'Hauptstadt', 'Département Paris', 'Hauptstadtklub']",1.0,1.0
42,30 Julii 1780,1780-07-30,SCHWERDT,1.0,"Arnaud, de Turin.",42.0,4648733.txt,1780-07,188.0,193.0,Turin,0.807,19282.0,Turin,http://de.wikipedia.org/wiki/Turin,Turin,"['Ehemalige Hauptstadt (Piemont)', 'Ehemaliger Welterbekandidat in Europa', 'Ehemaliger Welterbekandidat in Italien', 'Hauptstadt in Italien', 'Hochschul- oder Universitätsstadt in Italien', 'Ort am Po (Fluss)', 'Ort im Piemont', 'Provinzhauptstadt in Italien', 'Stadt als Namensgeber für einen Asteroiden', 'Träger der Tapferkeitsmedaille in Gold (Italien)', 'Träger des Europapreises', 'Turin']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Turin', 'Torino', 'Augusta Taurinorum', 'Turiner']",1.0,1.0
43,30 Julii 1780,1780-07-30,SCHWERDT,1.0,Meifsner von Görliz in Sachfen f. 3.,43.0,4648733.txt,1780-07,208.0,214.0,Görliz,0.8609,12440504.0,Gorliz,http://de.wikipedia.org/wiki/Gorliz,Gorliz,['Ort in der Autonomen Gemeinschaft Baskenland'],"['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Gorliz'],1.0,1.0
49,30 Julii 1780,1780-07-30,SCHWERDT,1.0,"Profeffor Stähelin, fämmtlich von Basel.",49.0,4648733.txt,1780-07,409.0,414.0,Basel,0.7658,8509.0,Basel,http://de.wikipedia.org/wiki/Basel,Basel,"['Basel', 'Hauptort eines Kantons (Schweiz)', 'Hochschul- oder Universitätsstadt in der Schweiz', 'Ort am Hochrhein', 'Ort am Oberrhein', 'Ort an der Wiese', 'Ort im Kanton Basel-Stadt', 'Ort mit Binnenhafen', 'Ortsbild von nationaler Bedeutung im Kanton Basel-Stadt', 'Reichsstadt', 'Schweizer Gemeinde', 'Stadt als Namensgeber für einen Asteroiden', 'Stadtrechtsverleihung 1264']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Basel', 'Basler', 'Stadt Basel', 'Basel-Gasfabrik', 'Bâle']",1.0,1.0
50,30 Julii 1780,1780-07-30,SCHWERDT,1.0,Schuch von Saarbrücken.,50.0,4648733.txt,1780-07,427.0,438.0,Saarbrücken,0.7622,4237950.0,Saarbrücken,http://de.wikipedia.org/wiki/Saarbr%C3%BCcken,Saarbrücken,"['Deutsche Landeshauptstadt', 'Deutsche Universitätsstadt', 'Ehemalige kreisfreie Stadt in Deutschland', 'Ersterwähnung 999', 'Gemeinde im Saarland', 'Haus Nassau', 'Kreisstadt im Saarland', 'Ort an der Saar', 'Ort im Regionalverband Saarbrücken', 'Saarbrücken']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Saarbrücken', 'Saarbrücker', 'Landeshauptstadt Saarbrücken', 'Jüdische Gemeinde Saarbrücken', 'Luisenthal']",1.0,1.0
51,30 Julii 1780,1780-07-30,SCHWERDT,1.0,Ehrengesandte von Glarus.,51.0,4648733.txt,1780-07,111.0,117.0,Glarus,0.7903,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
53,30 Julii 1780,1780-07-30,STORCHEN,2.0,Veit Schmid von Bübikon.,53.0,4648733.txt,1780-07,522.0,529.0,Bübikon,0.8103,475382.0,Bubikon,http://de.wikipedia.org/wiki/Bubikon,Bubikon,"['Bubikon', 'Ersterwähnung 811', 'Ort im Kanton Zürich', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Bubikon'],1.0,1.0
55,30 Julii 1780,1780-07-30,ADLER,3.0,Jgfr. Schweizerin von St. Gallen.,55.0,4648733.txt,1780-07,570.0,580.0,St. Gallen,0.7786,10513.0,St. Gallen,http://de.wikipedia.org/wiki/St._Gallen,St. Gallen,"['Gallus (Heiliger) als Namensgeber', 'Hauptort eines Kantons (Schweiz)', 'Hochschul- oder Universitätsstadt in der Schweiz', 'Ort an der Steinach (Bodensee)', 'Ort im Kanton St. Gallen', 'Ortsbild von nationaler Bedeutung im Kanton St. Gallen', 'Reichsstadt', 'Schweizer Gemeinde', 'St. Gallen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['St. Gallen', 'St. Galler', 'Stadt St. Gallen', 'Sankt Gallen', 'Stadt']",1.0,1.0
56,30 Julii 1780,1780-07-30,ADLER,3.0,Bernold Marfch D'auvergne f. 2.,56.0,4648733.txt,1780-07,599.0,607.0,auvergne,0.6793,85774.0,Auvergne,http://de.wikipedia.org/wiki/Auvergne,Auvergne,"['Aufgelöst 2015', 'Ehemalige französische Region', 'Geschichte (Auvergne-Rhône-Alpes)', 'Verwaltungseinheit als Namensgeber für einen Asteroiden']","['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Auvergne', 'Auvergnatischen', 'Basse-Auvergne', 'FR-C']",1.0,1.0
57,30 Julii 1780,1780-07-30,ADLER,3.0,Mr. Aubertin de Luneville.,57.0,4648733.txt,1780-07,618.0,626.0,Aubertin,0.7592,9095623.0,Aubertin,http://de.wikipedia.org/wiki/Aubertin,Aubertin,"['Ort in Nouvelle-Aquitaine', 'Weinbauort in Frankreich']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Aubertin'],1.0,1.0
60,30 Julii 1780,1780-07-30,ROTHHAUS,4.0,4 Landleuth.,60.0,4648733.txt,1780-07,833.0,838.0,Landl,0.804,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
63,30 Julii 1780,1780-07-30,RAABEN,6.0,Hr. Major Tfchudy von Glarus.,63.0,4648733.txt,1780-07,111.0,117.0,Glarus,0.7903,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
64,30 Julii 1780,1780-07-30,RAABEN,6.0,2 Landl.,64.0,4648733.txt,1780-07,833.0,838.0,Landl,0.804,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
65,30 Julii 1780,1780-07-30,LEUEN,7.0,"2 Landl, 3 Handwerker-",65.0,4648733.txt,1780-07,833.0,838.0,Landl,0.804,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
66,30 Julii 1780,1780-07-30,ROESSLI,8.0,6 Landleut.,66.0,4648733.txt,1780-07,833.0,838.0,Landl,0.804,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
67,31 Julii 1780,1780-07-31,SCHWERDT,1.0,Mr. Carlis de Modena.,67.0,4648735.txt,1780-07,65.0,71.0,Modena,0.8212,59128.0,Modena,http://de.wikipedia.org/wiki/Modena,Modena,"['Ehemalige Hauptstadt (Emilia-Romagna)', 'Etruskische Stadt', 'Hochschul- oder Universitätsstadt in Italien', 'Modena', 'Ort in der Provinz Modena', 'Provinzhauptstadt in Italien', 'Träger der Tapferkeitsmedaille in Gold (Italien)', 'Weinbauort in Italien']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Modena', 'Mutina', 'Modeneser', 'Muden']",1.0,1.0
68,31 Julii 1780,1780-07-31,SCHWERDT,1.0,le Grand de Belfort.,68.0,4648735.txt,1780-07,85.0,92.0,Belfort,0.822,171760.0,Belfort,http://de.wikipedia.org/wiki/Belfort,Belfort,"['Belfort', 'Ersterwähnung 1226', 'Mitglied der Ehrenlegion (Stadt)', 'Ort in Bourgogne-Franche-Comté', 'Präfektur in Frankreich', 'Stadt in Frankreich', 'Träger des Croix de guerre 1914–1918 (Ort in Frankreich)']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Belfort'],1.0,1.0
