Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,date_folder,start,end,spot,confidence,annotationid,title,uri,label,categories,types,alternateLabels,place,spot_match
1609,21 Novembre 1780,1780-01-21,SCHWERDT,1.0,Bueler von Memmingen.,1609.0,4648929.txt,1780-11,283.0,292.0,Memmingen,0.8374,48503.0,Memmingen,http://de.wikipedia.org/wiki/Memmingen,Memmingen,"['Bayerisches Alpenvorland', 'Ehemalige Kreisstadt in Bayern', 'Kreisfreie Stadt in Bayern', 'Memmingen', 'Ort in Oberschwaben', 'Reichsstadt in Bayern']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Memmingen', 'Memminger']",1.0,1.0
1612,21 Novembre 1780,1780-01-21,SCHWERDT,1.0,Sulzer. fämtliche von Winterthur.,1612.0,4648929.txt,1780-11,413.0,423.0,Winterthur,0.7895,2679672.0,Winterthur,http://de.wikipedia.org/wiki/Winterthur,Winterthur,"['Ersterwähnung 919', 'Hochschul- oder Universitätsstadt in der Schweiz', 'Ort im Kanton Zürich', 'Ortsbild von nationaler Bedeutung im Kanton Zürich', 'Ortsname keltischer Herkunft', 'Schweizer Gemeinde', 'Stadt als Namensgeber für einen Asteroiden', 'Winterthur']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Winterthur', 'Stadt Winterthur', 'Winterthurer', 'Winti']",1.0,1.0
1614,21 Novembre 1780,1780-01-21,SCHWERDT,1.0,Edelmann von Cappel.,1614.0,4648929.txt,1780-11,471.0,477.0,Cappel,0.7792,1863852.0,Cappel (Marburg),http://de.wikipedia.org/wiki/Cappel_%28Marburg%29,Cappel,"['Ehemalige Gemeinde (Landkreis Marburg-Biedenkopf)', 'Gemeindeauflösung 1974', 'Ort an der Lahn', 'Ort im Landkreis Marburg-Biedenkopf', 'Ortsbezirk von Marburg']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Cappel', 'Marburg-Cappel']",1.0,1.0
1615,21 Novembre 1780,1780-01-21,S T O R C H E N,18.0,Hr. Benjamin Wolff von Mannheim f. 2.,1615.0,4648929.txt,1780-11,519.0,527.0,Mannheim,0.7429,3951046.0,Mannheim,http://de.wikipedia.org/wiki/Mannheim,Mannheim,"['Deutsche Universitätsstadt', 'Ehemalige Hauptstadt (Deutschland)', 'Ehemalige Kreisstadt in Baden-Württemberg', 'Ersterwähnung 766', 'Idealstadt', 'Mannheim', 'Ort am Neckar', 'Ort am Oberrhein', 'Ort in Baden-Württemberg', 'Ort mit Binnenhafen', 'Planstadt', 'Stadt als Namensgeber für einen Asteroiden', 'Stadtkreis in Baden-Württemberg']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Mannheim', 'Mannheimer', 'Stadt Mannheim']",1.0,1.0
1619,21 Novembre 1780,1780-01-21,A D L E R,19.0,3 Landl.    2 Handw.,1619.0,4648929.txt,1780-11,617.0,622.0,Landl,0.8079,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1620,21 Novembre 1780,1780-01-21,R O T H A U S,20.0,Hr. Brix aus Böhmen. f. 2.    5 Landl.,1620.0,4648929.txt,1780-11,617.0,622.0,Landl,0.8079,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1624,21 Novembre 1780,1780-01-21,H I R S C H E N,21.0,Hr. Michael Kern von Bamberg f. 2. Mufic.,1624.0,4648929.txt,1780-11,821.0,828.0,Bamberg,0.7731,11034.0,Bamberg,http://de.wikipedia.org/wiki/Bamberg,Bamberg,"['Bamberg', 'Deutsche Universitätsstadt', 'Ehemaliger Residenzort in Bayern', 'Kreisfreie Stadt in Bayern', 'Namensgeber (Marskrater)', 'Obermainland', 'Ort am Main', 'Ort an der Regnitz', 'Ort mit Binnenhafen', 'Stadt als Namensgeber für einen Asteroiden', 'Welterbestätte in Deutschland', 'Welterbestätte in Europa', 'Weltkulturerbestätte']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Bamberg', 'Bamberger', 'Stadtwerke Bamberg', 'Alt-Bamberg', 'Art. 5/III']",1.0,1.0
1629,21 Novembre 1780,1780-01-21,H I R S C H E N,21.0,1 Handw.    2 Landl.,1629.0,4648929.txt,1780-11,617.0,622.0,Landl,0.8079,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1630,21 Novembre 1780,1780-01-21,R A A B E N,22.0,Hr. Schönberger von Glarus.,1630.0,4648929.txt,1780-11,1017.0,1023.0,Glarus,0.7653,1911.0,Kanton Glarus,http://de.wikipedia.org/wiki/Kanton_Glarus,Kanton Glarus,"['Kanton (Schweiz)', 'Kanton Glarus']","['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Kanton Glarus', 'Kantons Glarus', 'Glarner', 'Glarnerland']",1.0,1.0
1634,21 Novembre 1780,1780-01-21,R O E S S L I,23.0,Ein Zurzacher Fuhrmann.,1634.0,4648929.txt,1780-11,204.0,211.0,Zurzach,0.7978,367732.0,Bad Zurzach,http://de.wikipedia.org/wiki/Bad_Zurzach,Bad Zurzach,"['Ehemalige politische Gemeinde in der Schweiz', 'Ersterwähnung 830', 'Gemeindeauflösung 2021', 'Geographie (Zurzach)', 'Heilbad', 'Kurort im Kanton Aargau', 'Ort am Hochrhein', 'Ort im Kanton Aargau', 'Ortsbild von nationaler Bedeutung im Kanton Aargau']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Bad Zurzach', 'Zurzach', 'Tenedo']",1.0,1.0
1635,21 Novembre 1780,1780-01-21,R O E S S L I,23.0,3 Landl.,1635.0,4648929.txt,1780-11,617.0,622.0,Landl,0.8079,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1636,21 Novembre 1780,1780-01-21,S C H W A N E N,24.0,Hr. Anton Lüttold von Bürren f. 4.,1636.0,4648929.txt,1780-11,1194.0,1200.0,Bürren,0.8003,319186.0,Burren,http://de.wikipedia.org/wiki/Burren,Burren,"['Europäisches Diplom für geschützte Gebiete', 'Geographie (County Clare)', 'Landschaft in Europa']","['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Burren', 'Burren-Nationalpark']",1.0,1.0
1637,21 Novembre 1780,1780-01-21,S C H W A N E N,24.0,2 Landleuth.,1637.0,4648929.txt,1780-11,617.0,622.0,Landl,0.8079,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1639,22 Novembre 1780,1780-01-22,SCHWERDT,1.0,Mr. Desouslecret. de Lyon.,1639.0,4648931.txt,1780-11,106.0,110.0,Lyon,0.7798,13964.0,Lyon,http://de.wikipedia.org/wiki/Lyon,Lyon,"['Hauptstadt einer französischen Region', 'Hochschul- oder Universitätsstadt in Frankreich', 'Lyon', 'Mitglied der Ehrenlegion (Stadt)', 'Ort an der Rhone', 'Ort an der Saône', 'Ort in Auvergne-Rhône-Alpes', 'Präfektur in Frankreich', 'Stadt als Namensgeber für einen Asteroiden', 'Stadt in Frankreich', 'Welterbestätte in Europa', 'Welterbestätte in Frankreich', 'Weltkulturerbestätte']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Lyon', 'Lugdunum', 'Lugudunum', 'Lyon-Mouche', 'Lyoner']",1.0,1.0
1640,22 Novembre 1780,1780-01-22,SCHWERDT,1.0,Meuron de Neuchatel.,1640.0,4648931.txt,1780-11,122.0,131.0,Neuchatel,0.7157,82111.0,Neuenburg NE,http://de.wikipedia.org/wiki/Neuenburg_NE,Neuenburg NE,"['Ersterwähnung 1011', 'Hauptort eines Kantons (Schweiz)', 'Hochschul- oder Universitätsstadt in der Schweiz', 'Ort im Kanton Neuenburg', 'Ortsbild von nationaler Bedeutung im Kanton Neuenburg', 'Schweizer Gemeinde', 'Stadtrechtsverleihung 1214']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Neuenburg', 'Neuchâtel', 'Neuenburg NE', 'Neuenburger', 'Neufchâtel']",1.0,1.0
1644,22 Novembre 1780,1780-01-22,SCHWERDT,1.0,Hbm. Fischer v. Bern. Hr. Dahn von Monjoge.,1644.0,4648931.txt,1780-11,245.0,249.0,Bern,0.7563,3723873.0,Bern,http://de.wikipedia.org/wiki/Bern,Bern,"['Ehemalige Hauptstadt (Schweiz)', 'Ersterwähnung 1208', 'Gegründet 1191', 'Hauptort eines Kantons (Schweiz)', 'Hauptstadt in Europa', 'Hochschul- oder Universitätsstadt in der Schweiz', 'Ort an der Aare', 'Ort im Kanton Bern', 'Ortsbild von nationaler Bedeutung im Kanton Bern', 'Reichsstadt', 'Schweizer Gemeinde', 'Stadt als Namensgeber für einen Asteroiden']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Bern', 'Stadt Bern', 'Berner', 'Stadtberner', 'Stadt']",1.0,1.0
1649,22 Novembre 1780,1780-01-22,SCHWERDT,1.0,Edelmann von Cappel.,1649.0,4648931.txt,1780-11,391.0,397.0,Cappel,0.7834,1863852.0,Cappel (Marburg),http://de.wikipedia.org/wiki/Cappel_%28Marburg%29,Cappel,"['Ehemalige Gemeinde (Landkreis Marburg-Biedenkopf)', 'Gemeindeauflösung 1974', 'Ort an der Lahn', 'Ort im Landkreis Marburg-Biedenkopf', 'Ortsbezirk von Marburg']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Cappel', 'Marburg-Cappel']",1.0,1.0
1650,22 Novembre 1780,1780-01-22,SCHWERDT,1.0,Jgfr. Wetzinger von Solothurn f. 2.,1650.0,4648931.txt,1780-11,419.0,428.0,Solothurn,0.8115,995981.0,Solothurn,http://de.wikipedia.org/wiki/Solothurn,Solothurn,"['Hauptort eines Kantons (Schweiz)', 'Ort an der Aare', 'Ort im Kanton Solothurn', 'Ortsbild von nationaler Bedeutung im Kanton Solothurn', 'Ortsname keltischer Herkunft', 'Reichsstadt', 'Schweizer Gemeinde', 'Solothurn']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Solothurn', 'Salodurum', 'Stadt Solothurn', 'Solothurnischen']",1.0,1.0
1651,22 Novembre 1780,1780-01-22,STORCHEN,2.0,Hr. Benjamin Wolff von Mannheim f. 2.,1651.0,4648931.txt,1780-11,468.0,476.0,Mannheim,0.7684,3951046.0,Mannheim,http://de.wikipedia.org/wiki/Mannheim,Mannheim,"['Deutsche Universitätsstadt', 'Ehemalige Hauptstadt (Deutschland)', 'Ehemalige Kreisstadt in Baden-Württemberg', 'Ersterwähnung 766', 'Idealstadt', 'Mannheim', 'Ort am Neckar', 'Ort am Oberrhein', 'Ort in Baden-Württemberg', 'Ort mit Binnenhafen', 'Planstadt', 'Stadt als Namensgeber für einen Asteroiden', 'Stadtkreis in Baden-Württemberg']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Mannheim', 'Mannheimer', 'Stadt Mannheim']",1.0,1.0
1654,22 Novembre 1780,1780-01-22,ADLER,3.0,Hr. Landrichter Keffelring v. Märstetten. f. 3.,1654.0,4648931.txt,1780-11,588.0,598.0,Märstetten,0.8092,708869.0,Märstetten,http://de.wikipedia.org/wiki/M%C3%A4rstetten,Märstetten,"['Ersterwähnung 1155', 'Märstetten', 'Ort im Kanton Thurgau', 'Ortsbild von nationaler Bedeutung im Kanton Thurgau', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Märstetten'],1.0,1.0
1655,22 Novembre 1780,1780-01-22,ADLER,3.0,Barb. Binder v. Thal.,1655.0,4648931.txt,1780-11,622.0,626.0,Thal,0.7482,329185.0,Thal SG,http://de.wikipedia.org/wiki/Thal_SG,Thal SG,"['Ort im Kanton St. Gallen', 'Ort im St. Galler Rheintal', 'Schweizer Gemeinde', 'Thal SG', 'Weinbauort in der Schweiz']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Thal', 'Thal SG', 'Altenrhein', 'Staad', 'Staad SG']",1.0,1.0
1657,22 Novembre 1780,1780-01-22,ADLER,3.0,Fr. Spenglerin v. Schaffhausen.,1657.0,4648931.txt,1780-11,678.0,690.0,Schaffhausen,0.8222,64155.0,Schaffhausen,http://de.wikipedia.org/wiki/Schaffhausen,Schaffhausen,"['Ersterwähnung 1045', 'Hauptort eines Kantons (Schweiz)', 'Klettgau', 'Ort am Hochrhein', 'Ort im Kanton Schaffhausen', 'Ortsbild von nationaler Bedeutung im Kanton Schaffhausen', 'Reichsstadt', 'Schaffhausen', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Schaffhausen', 'Schaffhauser', 'Stadt Schaffhausen', 'Bombardierung von Schaffhausen', 'Schafhausen']",1.0,1.0
1658,22 Novembre 1780,1780-01-22,ADLER,3.0,1 Landl. 2 Handw.,1658.0,4648931.txt,1780-11,694.0,699.0,Landl,0.8083,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1659,22 Novembre 1780,1780-01-22,ROTHHAUS,4.0,Hr. Brix aus Böhmen. f. 2. 5 Landl.,1659.0,4648931.txt,1780-11,694.0,699.0,Landl,0.8083,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1661,22 Novembre 1780,1780-01-22,ROTHHAUS,4.0,Zrildr. v. Frutigen. Ulrich Wildj v. Schaffisheim.,1661.0,4648931.txt,1780-11,794.0,802.0,Frutigen,0.8202,397782.0,Frutigen,http://de.wikipedia.org/wiki/Frutigen,Frutigen,"['Frutigen', 'Ort im Kanton Bern', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Frutigen', 'Achseten']",1.0,1.0
1662,22 Novembre 1780,1780-01-22,ROTHHAUS,4.0,8 Landl.,1662.0,4648931.txt,1780-11,694.0,699.0,Landl,0.8083,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1663,22 Novembre 1780,1780-01-22,HIRSCHEN,5.0,Hr. Michael Kern von Bamberg f. 3. Music.,1663.0,4648931.txt,1780-11,873.0,880.0,Bamberg,0.7603,11034.0,Bamberg,http://de.wikipedia.org/wiki/Bamberg,Bamberg,"['Bamberg', 'Deutsche Universitätsstadt', 'Ehemaliger Residenzort in Bayern', 'Kreisfreie Stadt in Bayern', 'Namensgeber (Marskrater)', 'Obermainland', 'Ort am Main', 'Ort an der Regnitz', 'Ort mit Binnenhafen', 'Stadt als Namensgeber für einen Asteroiden', 'Welterbestätte in Deutschland', 'Welterbestätte in Europa', 'Weltkulturerbestätte']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Bamberg', 'Bamberger', 'Stadtwerke Bamberg', 'Alt-Bamberg', 'Art. 5/III']",1.0,1.0
1664,22 Novembre 1780,1780-01-22,HIRSCHEN,5.0,Leonhard Fornaro von Langensee.,1664.0,4648931.txt,1780-11,915.0,924.0,Langensee,0.7984,76353.0,Lago Maggiore,http://de.wikipedia.org/wiki/Lago_Maggiore,Lago Maggiore,"['Flusssystem Tessin', 'Gewässer als Namensgeber für einen Asteroiden', 'Grenze zwischen Italien und der Schweiz', 'Lago Maggiore', 'See im Kanton Tessin', 'See in der Lombardei', 'Senke']","['http://dbpedia.org/ontology/Lake', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/BodyOfWater']","['Lago Maggiore', 'Langensees', 'Langensee', 'Lago Verbano', 'Lac Majeur']",1.0,1.0
1666,22 Novembre 1780,1780-01-22,HIRSCHEN,5.0,Moevikofer v. Frauenfeld f. 3.,1666.0,4648931.txt,1780-11,958.0,968.0,Frauenfeld,0.7477,2415245.0,Frauenfeld,http://de.wikipedia.org/wiki/Frauenfeld,Frauenfeld,"['Ersterwähnung 1246', 'Frauenfeld', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Thurgau', 'Ortsbild von nationaler Bedeutung im Kanton Thurgau', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Frauenfeld', 'Dingenhart']",1.0,1.0
1667,22 Novembre 1780,1780-01-22,HIRSCHEN,5.0,3 Handw. 5 Landl.,1667.0,4648931.txt,1780-11,694.0,699.0,Landl,0.8083,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1668,22 Novembre 1780,1780-01-22,RAABEN,6.0,Hr. Schönbeuger von Glarus.,1668.0,4648931.txt,1780-11,1021.0,1027.0,Glarus,0.7904,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
1670,22 Novembre 1780,1780-01-22,LEUEN,7.0,Hr. Bachmann von Stettfort f. 2. 2 Landl. 1 Handw.,1670.0,4648931.txt,1780-11,694.0,699.0,Landl,0.8083,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1672,22 Novembre 1780,1780-01-22,ROEFSLI,14.0,Hr. Daniel Danielis v. Feldkirch f. 2,1672.0,4648931.txt,1780-11,1203.0,1212.0,Feldkirch,0.8099,87591.0,Feldkirch,http://de.wikipedia.org/wiki/Feldkirch,Feldkirch,"['Bezirkshauptstadt in Österreich', 'Bregenzerwaldgebirge', 'Ersterwähnung 842', 'Feldkirch', 'Gegründet im 12. oder 13. Jahrhundert', 'Ort am Alpenrhein', 'Ort im Vorarlberger Rheintal', 'Rätikon', 'Walgau']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Feldkirch', 'Feldkirch-Innenstadt']",1.0,1.0
1674,22 Novembre 1780,1780-01-22,SCHWANEN,9.0,Hr. Wagmeister Gysler v. Urj. 5 Landl.,1674.0,4648931.txt,1780-11,694.0,699.0,Landl,0.8083,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
1676,23 Novembre 1780,1780-01-23,SCHWERDT,1.0,Mr. Desouslaeret. de Lyon.,1676.0,4648933.txt,1780-11,106.0,110.0,Lyon,0.772,13964.0,Lyon,http://de.wikipedia.org/wiki/Lyon,Lyon,"['Hauptstadt einer französischen Region', 'Hochschul- oder Universitätsstadt in Frankreich', 'Lyon', 'Mitglied der Ehrenlegion (Stadt)', 'Ort an der Rhone', 'Ort an der Saône', 'Ort in Auvergne-Rhône-Alpes', 'Präfektur in Frankreich', 'Stadt als Namensgeber für einen Asteroiden', 'Stadt in Frankreich', 'Welterbestätte in Europa', 'Welterbestätte in Frankreich', 'Weltkulturerbestätte']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Lyon', 'Lugdunum', 'Lugudunum', 'Lyon-Mouche', 'Lyoner']",1.0,1.0
1680,23 Novembre 1780,1780-01-23,SCHWERDT,1.0,Dalin von Monjoge. Hr. Faber v. Mörseburg.,1680.0,4648933.txt,1780-11,205.0,210.0,Dalin,0.7396,1240531.0,Cazis,http://de.wikipedia.org/wiki/Cazis,Cazis,"['Cazis', 'Ort am Hinterrhein', 'Ort im Kanton Graubünden', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Cazis', 'Dalin', 'Dalin GR']",1.0,1.0
1685,23 Novembre 1780,1780-01-23,SCHWERDT,1.0,Schmidin von Sursee.,1685.0,4648933.txt,1780-11,374.0,380.0,Sursee,0.854,73372.0,Sursee,http://de.wikipedia.org/wiki/Sursee,Sursee,"['Feste und Brauchtum (Schweiz)', 'Ort im Kanton Luzern', 'Ortsbild von nationaler Bedeutung im Kanton Luzern', 'Schweizer Gemeinde', 'Sursee']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Sursee', 'Sursee LU', 'Gansabhauet']",1.0,1.0
1686,23 Novembre 1780,1780-01-23,SCHWERDT,1.0,Jgfr. Wetzinger von Solothurn f. 2.,1686.0,4648933.txt,1780-11,402.0,411.0,Solothurn,0.819,995981.0,Solothurn,http://de.wikipedia.org/wiki/Solothurn,Solothurn,"['Hauptort eines Kantons (Schweiz)', 'Ort an der Aare', 'Ort im Kanton Solothurn', 'Ortsbild von nationaler Bedeutung im Kanton Solothurn', 'Ortsname keltischer Herkunft', 'Reichsstadt', 'Schweizer Gemeinde', 'Solothurn']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Solothurn', 'Salodurum', 'Stadt Solothurn', 'Solothurnischen']",1.0,1.0
