Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,date_folder,start,end,spot,confidence,annotationid,title,uri,label,categories,types,alternateLabels,place,person,spot_match
1.0,28 Julii 1780,1780-07-28,SCHWERDT,1.0,Hr. Blumer von Glarus.,1.0,4648731.txt,1780-07,44.0,50.0,Blumer,0.7087,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
39.0,30 Julii 1780,1780-07-30,SCHWERDT,1.0,Hr. Blumer von Glarus.,39.0,4648733.txt,1780-07,100.0,106.0,Blumer,0.7087,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
69.0,31 Julii 1780,1780-07-31,SCHWERDT,1.0,Hr. Blumer von Glarus.,69.0,4648735.txt,1780-07,98.0,104.0,Blumer,0.7087,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
105.0,1 Augusti 1780,1780-08-01,SCHWERDT,1.0,Hr. Blumer von Glarus.,105.0,4648737.txt,1780-08,100.0,106.0,Blumer,0.711,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
137.0,2 Augusti 1780,1780-08-02,SCHWERDT,1.0,Hr. Blumer von Glarus.,137.0,4648739.txt,1780-08,101.0,107.0,Blumer,0.711,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
169.0,3 Augufti 1780,1780-01-03,SCHWERDT,1.0,Hr. Blumer von Glarus.,169.0,4648741.txt,1780-08,147.0,153.0,Blumer,0.7225,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
206.0,4 Augusti 1780,1780-08-04,SCHWERDT,1.0,Hr. Blumer von Glarus.,206.0,4648743.txt,1780-08,216.0,222.0,Blumer,0.719,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
239.0,6 Augusti 1780,1780-08-06,SCHWERDT,1.0,Hr. Blumer von Glarus.,239.0,4648745.txt,1780-08,79.0,85.0,Blumer,0.719,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
274.0,7 Augufti 1780,1780-01-07,SCHWERDT,1.0,Hettlinger von Winterthur.,274.0,4648747.txt,1780-08,140.0,150.0,Hettlinger,0.6805,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
305.0,8 Augusti 1780,1780-08-08,SCHWERDT,1.0,Hr. Blumer von Glarus.,305.0,4648749.txt,1780-08,58.0,64.0,Blumer,0.7207,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
338.0,9 Augusti 1780,1780-08-09,SCHWERDT,1.0,Hr. Blumer von Glarus.,338.0,4648751.txt,1780-08,58.0,64.0,Blumer,0.711,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
375.0,10 Augufti 1780,1780-01-10,SCHWERDT,1.0,Hr. Blumer von Glarus.,375.0,4648753.txt,1780-08,57.0,63.0,Blumer,0.7225,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
413.0,11 Augufti 1780,1780-01-11,SCHWERDT,1.0,Hr. Blumer von Glarus.,413.0,4648755.txt,1780-08,57.0,63.0,Blumer,0.7225,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
449.0,13 Augusti 1780,1780-08-13,SCHWERDT,1.0,Hr. Blumer von Glarus.,449.0,4648757.txt,1780-08,58.0,64.0,Blumer,0.719,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
482.0,14 Augusti 1780,1780-08-14,SCHWERDT,1.0,Hettlinger von Winterthur.,482.0,4648759.txt,1780-08,94.0,104.0,Hettlinger,0.6794,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
517.0,15 Augusti 1780,1780-08-15,SCHWERDT,1.0,Hettlinger von Winterthur.,517.0,4648761.txt,1780-08,95.0,105.0,Hettlinger,0.7012,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
550.0,16 Augusti 1780,1780-08-16,SCHWERDT,1.0,Hettlinger von Winterthur.,550.0,4648763.txt,1780-08,95.0,105.0,Hettlinger,0.6887,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
585.0,17 Augusti 1780,1780-08-17,SCHWERDT,1.0,Hr. Blumer von Glarus.,585.0,4648765.txt,1780-08,58.0,64.0,Blumer,0.7069,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
622.0,18 Augusti 1780,1780-08-18,SCHWERDT,1.0,Hr. Blumer von Glarus.,622.0,4648767.txt,1780-08,58.0,64.0,Blumer,0.7061,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
660.0,20 Augusti 1780,1780-08-20,SCHWERDT,1.0,Hr. Blumer von Glarus.,660.0,4648769.txt,1780-08,59.0,65.0,Blumer,0.7158,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
694.0,21 Augusti 1780,1780-08-21,SCHWERDT,1.0,Hr. Blumer von Glarus.,694.0,4648771.txt,1780-08,57.0,63.0,Blumer,0.7032,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
736.0,22 Augusti 1780,1780-08-22,SCHWERDT,1.0,Hr. Blumer von Glarus.,736.0,4648773.txt,1780-08,57.0,63.0,Blumer,0.711,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
784.0,23 Augusti 1780,1780-08-23,SCHWERDT,1.0,Corboz de Geneve. Mr. Patinoz de Barleduc.,784.0,4648775.txt,1780-08,250.0,256.0,Corboz,0.7285,1351148.0,Michel Corboz,http://de.wikipedia.org/wiki/Michel_Corboz,Michel Corboz,"['Dirigent', 'Geboren 1934', 'Gestorben 2021', 'Komponist klassischer Musik (20. Jahrhundert)', 'Mann', 'Schweizer', 'Träger des Ordens des Infanten Dom Henrique (Großkreuz)', 'Träger des Ordre des Arts et des Lettres (Komtur)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Michel Corboz', 'Corboz']",0.0,1.0,1.0
826.0,24 Augusti 1780,1780-08-24,SCHWERDT,1.0,Blumer von Glarus.,826.0,4648777.txt,1780-08,450.0,456.0,Blumer,0.7069,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
888.0,27 Augufti 1780,1780-01-27,SCHWERDT,1.0,Blumer von Glarus.,888.0,4648781.txt,1780-08,163.0,169.0,Blumer,0.7139,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
922.0,23 Augusti 1780,1780-08-23,SCHWERDT,1.0,Blumer von Glarus.,922.0,4648783.txt,1780-08,162.0,168.0,Blumer,0.7082,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
955.0,29 Augusti 1780,1780-08-29,SCHWERDT,1.0,Blumer von Glarus.,955.0,4648785.txt,1780-08,164.0,170.0,Blumer,0.7158,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
990.0,30 Augusti 1780,1780-08-30,SCHWERDT,1.0,Blumer von Glarus.,990.0,4648787.txt,1780-08,163.0,169.0,Blumer,0.7048,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
1028.0,31 Augusti 1780,1780-08-31,SCHWERDT,1.0,Zwicky. Hr Blumer von Glarus.,1028.0,4648789.txt,1780-08,175.0,181.0,Blumer,0.7124,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
1076.0,23 October 1780,1780-01-23,ROTHHAUS,4.0,Pizzala von Mayland. f. 4.,1076.0,4648879.txt,1780-10,469.0,476.0,Pizzala,0.6248,6263642.0,Caroline Pizzala,http://de.wikipedia.org/wiki/Caroline_Pizzala,Caroline Pizzala,"['Franzose', 'Frau', 'Fußballnationalspieler (Frankreich)', 'Geboren 1987', 'Person (Marseille)', 'Teilnehmer an einer Fußball-Weltmeisterschaft (Frankreich)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Caroline Pizzala'],0.0,1.0,1.0
1113.0,2 Novembre 1780,1780-01-02,HIRSCHEN,5.0,Hr. Michael Kern von Bamberg f. 3. Music.,1113.0,4648897.txt,1780-11,754.0,766.0,Michael Kern,0.8064,9400938.0,Michael Kern (Bildhauer),http://de.wikipedia.org/wiki/Michael_Kern_%28Bildhauer%29,Michael Kern,"['Bildhauer (Deutschland)', 'Geboren 1580', 'Gestorben 1649', 'Mann']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Michael Kern'],0.0,1.0,1.0
1168.0,5 Novembre 1780,1780-01-05,STORCHEN,2.0,Hr. Benjamin Wolff von Mannheim f. 2.,1168.0,4648901.txt,1780-11,292.0,306.0,Benjamin Wolff,0.8123,11267513.0,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29,Benjamin Wolff,"['Deutscher', 'Geboren 1976', 'Gestorben 2020', 'Mann', 'Person des Judentums (Hannover)', 'Rabbiner (ORD)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Benjamin Wolff'],0.0,1.0,1.0
1191.0,6 Novembre 1780,1780-01-06,SCHWERDT,1.0,Mr. Forell de Geneve.,1191.0,4648903.txt,1780-11,56.0,62.0,Forell,0.7102,391909.0,Birger Forell,http://de.wikipedia.org/wiki/Birger_Forell,Birger Forell,"['Geboren 1893', 'Gestorben 1958', 'Lutherischer Geistlicher (20. Jahrhundert)', 'Mann', 'Person der Bekennenden Kirche', 'Person des Christentums (Berlin)', 'Person des Christentums (Schweden)', 'Schwede', 'Träger des Großen Bundesverdienstkreuzes']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Birger Forell'],0.0,1.0,1.0
1230.0,7 Novembre 1780,1780-01-07,SCHWERDT,1.0,Labhardt von Kauffbayern.,1230.0,4648905.txt,1780-11,354.0,362.0,Labhardt,0.7283,7442241.0,Jakob Labhardt,http://de.wikipedia.org/wiki/Jakob_Labhardt,Jakob Labhardt,"['Geboren 1881', 'Generalstabschef (Schweiz)', 'Gestorben 1949', 'Mann', 'Oberstkorpskommandant (Schweiz)', 'Person (Kanton Thurgau)', 'Person im Zweiten Weltkrieg (Schweiz)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Jakob Labhardt'],0.0,1.0,1.0
1260.0,9 Novembre 1780,1780-01-09,STORCHEN,2.0,Jacob Meyer von Baltenschweil f. 2.,1260.0,4648909.txt,1780-11,280.0,291.0,Jacob Meyer,0.7164,10600581.0,Jacob Meyer,http://de.wikipedia.org/wiki/Jacob_Meyer,Jacob Meyer,"['Absolvent der Friedrich-Alexander-Universität Erlangen-Nürnberg', 'Absolvent der Friedrich-Schiller-Universität Jena', 'Geboren 1799', 'Geograph (19. Jahrhundert)', 'Gestorben 1865', 'Mann', 'Naturforscher', 'Person (Horgen)', 'Schullehrer', 'Schulleiter (Schweiz)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Jacob Meyer'],0.0,1.0,1.0
1288.0,10 Novembre 1780,1780-01-10,SCHWERDT,1.0,Develey Hr. Friederic Mr. Jain de Geneve.,1288.0,4648911.txt,1780-11,237.0,241.0,Jain,0.7174,1461796.0,Anshu Jain,http://de.wikipedia.org/wiki/Anshu_Jain,Anshu Jain,"['Bankmanager', 'Brite', 'Geboren 1963', 'Gestorben 2022', 'Inder', 'Jaipur', 'Mann', 'Person (Deutsche Bank AG)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Anshu Jain'],0.0,1.0,1.0
1332.0,12 Novembre 1780,1780-01-12,STORCHEN,2.0,Hr. Benjamin Wolff von Mannheim f. 2.,1332.0,4648913.txt,1780-11,446.0,460.0,Benjamin Wolff,0.8123,11267513.0,Benjamin Wolff (Rabbiner),http://de.wikipedia.org/wiki/Benjamin_Wolff_%28Rabbiner%29,Benjamin Wolff,"['Deutscher', 'Geboren 1976', 'Gestorben 2020', 'Mann', 'Person des Judentums (Hannover)', 'Rabbiner (ORD)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Benjamin Wolff'],0.0,1.0,1.0
